timestamp,region,building_type,day_of_week,hour,month,temperature_c,humidity,wind_kph,square_feet,insulation_rating,occupancy,hvac_runtime_min,computer_hours,cooking_events,ev_charging,solar_kw,battery_soc,energy_kwh,high_peak,comfort_category
2025-01-30 02:00:00,North,Residential,Thursday,2,1,2.01,,13.17,1871,,6,84.3,3.16,0,0,0.0,58.1,57.41,0,Poor
2025-04-01 00:00:00,South,Residential,Tuesday,0,4,14.46,62.33,,2038,4.19,2,56.9,5.66,0,0,0.0,66.4,53.51,0,Fair
2025-06-20 17:00:00,South,SmallBusiness,Friday,17,6,15.5,60.63,12.1,6016,5.72,10,58.1,11.08,1,0,2.23,64.1,113.02,1,Good
2025-02-05 14:00:00,North,Residential,Wednesday,14,2,31.63,50.0,7.73,2760,6.34,2,43.2,0.52,1,1,3.63,82.1,56.19,0,Fair
2025-05-25 18:00:00,East,Residential,Sunday,18,5,24.83,64.94,17.67,1449,6.72,2,19.4,4.28,1,0,0.0,94.1,28.67,0,Good
2025-03-13 03:00:00,East,Residential,Thursday,3,3,4.78,36.14,18.71,2789,4.19,3,82.4,5.89,1,1,,24.9,74.63,1,Poor
2025-04-26 17:00:00,West,Residential,Saturday,17,4,22.26,68.72,8.1,1582,,2,0.0,3.47,1,0,3.04,79.5,29.89,0,Excellent
2025-03-14 05:00:00,South,Residential,Friday,5,3,5.98,48.02,,991,6.57,3,61.8,3.27,1,0,0.0,46.4,38.8,0,Poor
2025-05-27 06:00:00,East,Residential,Tuesday,6,5,5.97,59.83,10.03,2703,5.52,3,79.2,4.49,0,0,0.0,21.7,65.12,1,Poor
2025-01-09 10:00:00,West,SmallBusiness,Thursday,10,1,20.63,49.73,23.93,4385,3.41,9,26.9,9.14,1,0,2.94,49.5,78.33,1,Excellent
2025-05-16 15:00:00,East,Residential,Friday,15,5,24.96,77.98,13.39,1882,5.84,5,42.2,3.48,1,0,2.61,64.1,38.86,0,Good
2025-06-25 18:00:00,South,Residential,Wednesday,18,6,23.17,61.58,,1449,4.32,2,34.9,5.76,1,0,0.0,65.7,33.26,0,Excellent
2025-02-01 22:00:00,West,Residential,Saturday,22,2,32.54,64.79,6.43,1675,7.58,4,78.0,2.92,0,0,0.0,86.5,37.14,0,Fair
2025-04-07 23:00:00,West,Residential,Monday,23,4,21.45,66.81,9.08,1953,7.03,3,40.1,1.76,2,0,0.0,83.0,36.83,0,Excellent
2025-05-03 03:00:00,West,SmallBusiness,Saturday,3,5,20.36,51.39,10.14,6731,8.12,13,50.6,3.96,3,0,0.0,57.7,108.37,1,Excellent
2025-01-09 05:00:00,East,Residential,Thursday,5,1,7.27,,4.97,1010,6.88,2,98.8,4.62,0,0,0.0,27.1,33.99,0,Poor
2025-03-22 10:00:00,South,Residential,Saturday,10,3,24.86,57.48,13.0,1674,4.57,2,28.1,2.63,2,0,3.26,93.9,34.51,0,Excellent
2025-05-30 06:00:00,West,Residential,Friday,6,5,5.79,64.67,7.09,1642,1.0,4,78.3,5.44,1,0,0.0,45.8,44.15,0,Poor
2025-01-26 08:00:00,North,Residential,Sunday,8,1,33.16,48.32,17.69,1509,8.56,5,48.5,4.89,0,0,0.03,,45.04,0,Fair
2025-05-17 08:00:00,South,Residential,Saturday,8,5,25.97,44.4,12.54,1411,5.73,6,54.6,0.0,1,0,2.36,53.0,36.49,0,Good
2025-02-17 19:00:00,North,Residential,Monday,19,2,39.82,72.73,20.89,2764,,5,72.8,4.0,2,0,0.0,40.1,65.18,1,Poor
2025-06-28 10:00:00,North,Residential,Saturday,10,6,22.61,,1.94,1319,9.32,1,39.0,1.26,0,0,2.37,100.0,20.82,0,Excellent
2025-05-22 13:00:00,West,Residential,Thursday,13,5,26.36,42.41,8.81,1881,7.54,3,60.6,2.55,2,0,0.06,83.0,41.21,0,Good
2025-04-15 15:00:00,West,Residential,Tuesday,15,4,16.28,83.53,9.56,1092,9.3,5,35.8,8.04,0,0,2.53,0.0,29.16,0,Fair
2025-03-16 18:00:00,East,Residential,Sunday,18,3,17.65,46.43,,2321,7.27,4,16.8,2.97,3,0,0.0,73.2,41.62,0,Good
2025-01-28 11:00:00,East,SmallBusiness,Tuesday,11,1,8.59,56.78,9.47,2820,7.7,9,44.9,6.24,3,0,3.04,54.6,68.0,1,Fair
2025-04-28 03:00:00,East,Residential,Monday,3,4,6.92,72.53,22.33,600,5.58,4,110.9,0.76,0,0,0.0,79.1,26.48,0,Poor
2025-02-27 01:00:00,South,SmallBusiness,Thursday,1,2,19.02,72.39,10.9,4757,7.78,7,30.5,8.57,3,0,0.0,0.0,82.53,1,Good
2025-03-24 18:00:00,East,Residential,Monday,18,3,17.61,44.42,6.57,1467,9.98,2,71.3,5.36,3,0,0.0,44.6,28.58,0,Good
2025-01-07 02:00:00,North,Residential,Tuesday,2,1,8.39,62.76,11.03,2586,7.99,4,41.5,3.41,2,0,,53.6,49.37,0,Poor
